Front,Back,Tags,Deck,Card_Type,Priority,Source_Reference,GUID
"The DR rule's sub-rule (3): DR during re-employment needs a certificate from whom, confirming which 3 limbs?",<b>Rule:</b> From the re-employing authority: (i) civil post NOT in Group-A pay at minimum of scale &lt; pre-retirement pay ENTIRE pension/CA ignored — 'no part taken into account'.<br><br><b>Hinglish:</b> Dobara-naukri-par-DR = praman-patra-3-shart.<br><br><b>Ref:</b> Rule 52(3); Rule 52(ii); Rule 52(iii),CCS_Pension Rule_52 Re_Employment Bare_Text_Verified CCS_Pension::Rule_52 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 52(3),CCS21-f4660fc5
"SCENARIO — Absorbed into a PSU with pay fixed at minimum (below last pay), full pension ignored, pre-absorption post Group-B. DR during absorption?",<b>Rule:</b> PAYABLE — absorption is inside the DR bar but all 3 proviso conditions met + DR certificate → DR continues.<br><br><b>Hinglish:</b> Absorption-par-rok-laga-par-3-shart-ne-bachaya.<br><br><b>Ref:</b> Rule 52(2) proviso; Rule 52(3); Rule 52(2),CCS_Pension Rule_52 Re_Employment Application Bare_Text_Verified CCS_Pension::Rule_52 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,"Rule 52(2), (3)",CCS21-68473d7d
SCENARIO — Re-employed widow draws salary + family pension. Full DR on the family pension?,<b>Rule:</b> YES — the DR rule's sub-rule: NOTHING in / applies to family pensioners; employed family pensioner keeps full DR.<br><br><b>Hinglish:</b> Vidva-naukri-kare to FP+DR-poora.<br><br><b>Ref:</b> Rule 52(4); Rule 52(2); Rule 52(3),CCS_Pension Rule_52 Family_Pensioner Bare_Text_Verified CCS_Pension::Rule_52 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 52(4),CCS21-8ea57309
CORRECTION — The family-pension rule's sub-rule (14) is NOT 'additional-pensioner admin'. What does it actually contain?,<b>Rule:</b> the family-pension rule dual-parent Form-10 declaration + HoO cap-duty; all 4 clauses MURDER/ABETMENT bar: hold → pay other member from day-after-death; charged parent CANNOT be minor's guardian; conviction = debarred; acquittal = payable from acquittal; applies post-retirement too; includes abetment of suicide. Old card deleted.<br><br><b>Hinglish:</b> the family-pension rule = hatya-rok + do-mata-pita-ghoshna.<br><br><b>Ref:</b> Rule 50(14) bare text; Rule 50(14); Rule 50(a)(b); Rule 50(c)-(f),CCS_Pension Rule_50 Correction Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,CRITICAL,Rule 50(14) — G.S.R. 868(E),CCS21-55524fac
"The family-pension rule's sub-rule (14)all 2 clauses: person eligible for FP is CHARGED with murdering the servant — pay FP? To whom, from when?","<b>Rule:</b> HOLD the charged person's FP till proceedings conclude; meanwhile pay OTHER eligible member from the DATE FOLLOWING DEATH.<br><br><b>Hinglish:</b> Aaropi-ka-hissa-ruk — doosre-ko-maut-ke-agley-din-se.<br><br><b>Ref:</b> Rule 50(14)(c), (d); Rule 50(14); Rule 50(c)-(d)",CCS_Pension Rule_50 Murder_Bar Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,CRITICAL,"Rule 50(14)(c), (d)",CCS21-7033b082
The family-pension rule's sub-rule (14)(d) proviso: charged spouse + only other eligible member is a MINOR child — who draws the FP?,<b>Rule:</b> Minor draws through a DULY APPOINTED guardian — the charged mother/father SHALL NOT act as guardian for drawal.<br><br><b>Hinglish:</b> Aaropi-maa-baap-sarparast-nahi.<br><br><b>Trap:</b> Natural guardian is bypassed here.<br><br><b>Ref:</b> Rule 50(14)(d) proviso; Rule 50(14),CCS_Pension Rule_50 Murder_Bar Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,CRITICAL,Rule 50(14)(d) proviso,CCS21-210525eb
SCENARIO — Charged son acquitted 3 years after the servant's death; FP was being paid to the widow meanwhile. Son's FP starts when?,"<b>Rule:</b> From DATE OF ACQUITTAL; widow's FP discontinued from that date. (If NO other member had been paid, son gets from day-after-death.)<br><br><b>Hinglish:</b> Bari-hone-par-tab-se — peeche-ka-nahi (yadi-kisi-aur-ko-mila).<br><br><b>Ref:</b> Rule 50(14)",CCS_Pension Rule_50 Murder_Bar Application Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(14)(e),CCS21-77a0f3a4
The family-pension rule's sub-rule (14)(f) + Explanation: post-retirement death + abetment of suicide — covered?,"<b>Rule:</b> YES both — all 3 clauses apply to FP on death AFTER retirement too; 'murder/abetment' INCLUDES abetment of suicide.<br><br><b>Hinglish:</b> Sewanivritt-ke-baad-bhi + aatmahatya-uksaana-bhi.<br><br><b>Ref:</b> Rule 50(14)(f), Explanation; Rule 50(14); Rule 50(c)-(e)",CCS_Pension Rule_50 Murder_Bar Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(14)(f),CCS21-a0f1b4de
"RESOLVED — The family-pension rule's sub-rule (10): parents get FP for life if{{c1::dependent immediately before death}}; order is{{c2::mother first, failing which father}}.","<b>Rule:</b> Gateway: no eligible widow/widower/child (or all ceased). Includes adoptive parents via the family-pension rule's sub-rule.<br><br><b>Hinglish:</b> Maa-pehle-phir-pita — aajivan-yadi-aashrit.<br><br><b>Ref:</b> Rule 50(10)(a), (b); Rule 50(10); Rule 50(6)(iii); Rule 50(6); Rule 50(iii)",CCS_Pension Rule_50 Dependent_Parents Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,"Rule 50(10)(a), (b)",CCS21-cd32ac97
TRAP — The family-pension rule's sub-rule (10) Explanation: parents deemed dependent if combined income &lt; min-FP + DR 'under sub-rule ___'?,"<b>Rule:</b> Verbatim says 'sub-rule ' — but the minimum (Rs 9,000) is actually prescribed in sub-rule. Quote verbatim; note the cross-ref quirk. Benchmark = Rs 14,400/month at 60% DR (VOLATILE).<br><br><b>Hinglish:</b> Bare-me--likha — minimum-asal-me--me.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 50(10) Explanation; Rule 50(10); Rule 50(1); Rule 50(2)",CCS_Pension Rule_50 Dependent_Parents Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(10) Explanation,CCS21-41fa91fe
The family-pension rule's sub-rule (10)(c): parents' annual duty + consequence of earning?,<b>Rule:</b> Furnish yearly certificate to PDA of NOT earning livelihood; FP STOPPED if they start earning.<br><br><b>Hinglish:</b> Har-saal-praman — kamane-lage to band.<br><br><b>Ref:</b> Rule 50(10)(c); Rule 50(10),CCS_Pension Rule_50 Dependent_Parents Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(10)(c),CCS21-0927456b
"RESOLVED — The family-pension rule's sub-rule (13) dual-parent caps: both-enhanced or mixed ={{c1::Rs 1,25,000/month}}; both-normal ={{c2::Rs 75,000/month}}.","<b>Rule:</b> Three limbs, two figures: (i) both at 50% → 1.25L one drops to 30% → still 1.25L both at 30% → 75K.<br><br><b>Hinglish:</b> Badha-hua-shamil to 1.25L; dono-samanya to 75-hazar.<br><br><b>Ref:</b> Rule 50(13); Rule 50(ii); Rule 50(iii)",CCS_Pension Rule_50 Dual_Pension Ceiling Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(13),CCS21-aff50267
The family-pension rule's sub-rule (12)(a): is one FP counted as 'income' blocking a second FP?,<b>Rule:</b> NO — FP on one death is NOT income for FP on another death; only the family-pension combined caps apply.<br><br><b>Hinglish:</b> Ek-parivar-pension-doosri-ka-aaya-nahi.<br><br><b>Ref:</b> Rule 50(12)(a); Rule 50(12); Rule 50(13),CCS_Pension Rule_50 Dual_Pension Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(12)(a),CCS21-0e879c5b
"The family-pension rule's sub-rule (12)(b): non-spouse claimant proves income via{{c1::last ITR}}→ if none,{{c2::SDM income certificate}}→ if neither,{{c3::HoO decides on any other document}}.",<b>Rule:</b> 3-step ladder; widow/widower exempt (no income test per the family-pension rule's sub-rule ). the family-pension rule: form-10 declaration of other FP + HoO enforces (13) caps.<br><br><b>Hinglish:</b> ITR-nahi to SDM; kuch-nahi to HoO-taya.<br><br><b>Ref:</b> Rule 50(12)(b)-(d); Rule 50(12); Rule 50(c)(d); Rule 50(8)(a); Rule 50(8); Rule 50(a),CCS_Pension Rule_50 Procedure Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(12)(b), (c), (d)",CCS21-e49ed873
"RESOLVED — The family-pension rule's sub-rule (9)(h)(ii): disabled child's FP starts only after{{c1::the LAST under-reinstatement child attains 25}}, then resumes{{c2::for life}}.","<b>Rule:</b> Under-25s in birth order first; disabled child waits, then draws for life. Old 'VERIFY last-child-25' card replaced.<br><br><b>Hinglish:</b> Aakhri-bachcha-25-par — phir-divyang-ko-aajivan.<br><br><b>Ref:</b> Rule 50(9)(h)(ii); Rule 50(9); Rule 25",CCS_Pension Rule_50 Disabled_Child Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(9)(h)(ii),CCS21-73a5652a
The family-pension rule's sub-rule (9)(h): disabled-for-life FP needs disability existing{{c1::before death of the servant/pensioner AND spouse}}+{{c2::RPwD Act 2016 inability to earn even after 25}}.,"<b>Rule:</b> Covers mental disorder incl. mental retardation, physical disability, any RPwD-2016 disability.<br><br><b>Hinglish:</b> Viklangta-maut-se-pehle + 25-ke-baad-bhi-kama-nahi.<br><br><b>Ref:</b> Rule 50(9)(h), (h)(i); Rule 50(9)",CCS_Pension Rule_50 Disabled_Child Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(9)(h),CCS21-1104a336
"The family-pension rule's sub-rule (9)(h)(v) -(vi): disability is evidenced + re-certified by whom, how often?","<b>Rule:</b> (A) RPwD-competent authority, OR (B) Medical Board (MS/Principal/Director/Head or nominee as Chairman + 2 members, ≥1 specialist). Re-certify: ONCE if permanent; EVERY 5 YEARS if temporary.<br><br><b>Hinglish:</b> Sthaayi-ek-baar; asthaayi-5-saal.<br><br><b>Ref:</b> Rule 50(9)(h)(v), (vi); Rule 50(9)",CCS_Pension Rule_50 Disabled_Child Medical_Board Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,"Rule 50(9)(h)(v), (vi)",CCS21-4b93e189
The family-pension rule's sub-rule (9)(i): marriage of a DISABLED child{{c1::does NOT}}end FP — unlike non-disabled children (the family-pension rule's sub-rule (9)(n)).,"<b>Rule:</b> Disabled child's marriage is no bar; non-disabled son/daughter becomes ineligible on marriage/remarriage.<br><br><b>Hinglish:</b> Divyang-ki-shaadi-par-bhi-jaari.<br><br><b>Ref:</b> Rule 50(9)(i), (n); Rule 50(9); Rule 50(9)(n)",CCS_Pension Rule_50 Disabled_Child Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(9)(i),CCS21-d19c0cb9
The family-pension rule's sub-rule (9)(j): 25+ unmarried/widowed/divorced daughter draws FOR LIFE unless{{c1::marriage/re-marriage}}or{{c2::starts earning}}— after which 3 gates?,<b>Rule:</b> (i) under-25 queue finished no eligible disabled child she was DEPENDANT when parents alive. Multiple such daughters: birth order.<br><br><b>Hinglish:</b> 25-paar-beti-aajivan — 3-darwaze-ke-baad.<br><br><b>Ref:</b> Rule 50(9)(j)(i)-(v); Rule 50(9); Rule 50(ii); Rule 50(iii),CCS_Pension Rule_50 Daughter_25_Plus Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(9)(j),CCS21-2a0bbba4
The family-pension rule's sub-rule (9)(j)(vi) provisos: divorce FILED during parents' lifetime but decreed after death — FP from when? Can she displace a current recipient?,"<b>Rule:</b> FP from DATE OF DIVORCE; but NO pre-emption — if another member is already drawing, she waits till that member ceases/dies.<br><br><b>Hinglish:</b> Talaq-tithi-se — par-kataar-nahi-todti.<br><br><b>Ref:</b> Rule 50(9)(j)(vi) provisos; Rule 50(9)",CCS_Pension Rule_50 Daughter_25_Plus Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(9)(j)(vi),CCS21-fde35c0b
"PRECISE — The family-pension rule's sub-rule (9)(b): normal child deemed earning if other-source income is{{c1::≥ minimum FP (Rs 9,000) + DR}}. the family-pension rule's sub-rule (9)(c): disabled child deemed NOT earning if overall non-FP income is{{c2::&lt; ENTITLED 30%-rate FP + DR}}.","<b>Rule:</b> Different benchmarks AND directions: flat Rs 9,000-base for normal; actual entitled amount for disabled. Old 'opposite directions VERIFY' card replaced.<br><br><b>Hinglish:</b> Samanya-9-hazar; divyang-haqdaar-rashi.<br><br><b>Ref:</b> Rule 50(9)(b), (c); Rule 50(9)",CCS_Pension Rule_50 Income_Test Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,"Rule 50(9)(b), (c)",CCS21-e73b49d5
RESOLVED — The family-pension rule's sub-rule (11): disabled siblings draw FOR LIFE if{{c1::wholly dependent immediately before death}}+{{c2::disability pre-existed death}}+ same{{c3::-(i) criteria}}.,<b>Rule:</b> Gateway: no eligible widow/child/parents. Income test = entitled-30%-FP + DR (same as disabled child). Annual certificate; stop if earning.<br><br><b>Hinglish:</b> Divyang-bhai-behan-aajivan — poorna-aashrit-hon-par.<br><br><b>Ref:</b> Rule 50(11); Rule 50(9)(h),CCS_Pension Rule_50 Disabled_Sibling Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(11),CCS21-662e5c37
TRAP — The family-pension rule's sub-rule (11) Explanation: disabled NON-child/non-sibling member uses{{c1::minimum-FP test}}; disabled CHILD/SIBLING uses{{c2::entitled-FP test}}.,"<b>Rule:</b> Same split as the family-pension rule's sub-rule /. 'Entitled' = actual 30%-rate amount on that death, + DR.<br><br><b>Hinglish:</b> Rishtedaar-9-hazar; bachcha/bhai-haqdaar.<br><br><b>Ref:</b> Rule 50(11) Explanation (a), (b); Rule 50(11); Rule 50(9)(b); Rule 50(9); Rule 50(b); Rule 50(c)",CCS_Pension Rule_50 Income_Test Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(11) Explanation,CCS21-b59ced01
The family-pension rule's sub-rule (8)(a): widow/widower's OTHER income affects FP eligibility?,"<b>Rule:</b> NO — 'eligibility shall NOT be affected by the amount of her or his income from other sources'. Payable till death or re-marriage, whichever earlier.<br><br><b>Hinglish:</b> Vidhva-ki-aaya-se-koi-fark-nahi.<br><br><b>Ref:</b> Rule 50(8)(a); Rule 50(8)",CCS_Pension Rule_50 Widow Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(8)(a),CCS21-8225c075
"The family-pension rule's sub-rule (8)(b) + proviso + (k): remarried CHILDLESS widow keeps FP only while{{c1::other-source income &lt; min-FP + DR}}; if income rises, FP{{c2::stops and passes to next eligible member}}; she files{{c3::yearly non-earning certificate}}.","<b>Rule:</b> Continuation is conditional; stop is a transfer, not a lapse.<br><br><b>Hinglish:</b> Nihsantan-vidhva-punarvivah-par-shartiya.<br><br><b>Ref:</b> Rule 50(8)(b), (k); Rule 50(8)",CCS_Pension Rule_50 Widow Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(8)(b), (k)",CCS21-63a2c8ef
The family-pension rule's sub-rule (7): FP to how many members at once + division + rounding guard?,"<b>Rule:</b> ONE member at a time (ONE member at a time (subject to listed multi-recipient clauses); simultaneous recipients share EQUALLY; rupee-fraction rounds UP — but if rounding breaches the max, the fraction is IGNORED.<br><br><b>Hinglish:</b> Ek-samay-ek — barabar-bant — seema-toote to chhodo.<br><br><b>Ref:</b> Rule 50(7)",CCS_Pension Rule_50 Sharing Rounding Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(7),CCS21-04672d0d
The family-pension rule's sub-rule (2)(a)(iii) double proviso + Explanations 2-3: post-retirement enhanced FP is capped at{{c1::authorised pension (incl. commuted)}}but never below{{c2::the 30% normal rate}}; 'authorised' includes{{c3::compulsory-retirement pension + CA on dismissal/removal}}.,<b>Rule:</b> Cap-and-floor sandwich; Expl-2 keeps commuted portion inside the cap.<br><br><b>Hinglish:</b> Seema-uper-sewanivritt-pension; neeche-30-pratishat.<br><br><b>Ref:</b> Rule 50(2)(a)(iii); Rule 50(2),CCS_Pension Rule_50 Enhanced_Pension Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(2)(a)(iii),CCS21-35cb6f29
TRAP — The family-pension rule's sub-rule (3)(b) illustration: family pensioner born 1st August 1942 gets 20% additional from{{c1::1st August 2022}}— same as one born 20th August 1942.,<b>Rule:</b> Additional FP runs from FIRST DAY of the calendar month of falling due — even a 1st-born starts on the 1st. Same rule at the pension rule's sub-rule for pension.<br><br><b>Hinglish:</b> Pehli-tareekh-wala-bhi-pehli-se.<br><br><b>Ref:</b> Rule 50(3)(b); Rule 50(3); Rule 44(6)(b); Rule 50(6); Rule 50(b),CCS_Pension Rule_50 Additional_Pension Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(3)(b),CCS21-0e4eedd6
"RESOLVED — The family-pension rule's sub-rule (5): EOP award running ={{c1::NO FP under}}; EOP claim PENDING ={{c2::provisional FP under , then revised PPA + discontinue}}; FP from another organisation ={{c3::no limitation}}.",<b>Rule:</b> currency bar bridge + switch armed-forces/other-org FP doesn't cap FP. Old 'election VERIFY' card replaced.<br><br><b>Hinglish:</b> EOP-chale to family-pension-ruke; vichaar-me to asthaayi.<br><br><b>Ref:</b> Rule 50(5); Rule 50; Rule 50(a); Rule 50(b); Rule 50(c),CCS_Pension Rule_50 EOP Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(5)(a), (b), (c)",CCS21-b7d5dda9
The family-pension rule's sub-rule (4): FP/additional-FP rounding + ceiling guard?,"<b>Rule:</b> Monthly rates in whole rupees, fraction → NEXT HIGHER rupee; proviso: FP under NEVER exceeds the prescribed maximum.<br><br><b>Hinglish:</b> Paisa-uper-round — seema-kabhi-na-tute.<br><br><b>Ref:</b> Rule 50(4); Rule 50(2)",CCS_Pension Rule_50 Rounding Bare_Text_Verified CCS_Pension::Rule_50 Priority::Medium,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,MEDIUM,Rule 50(4),CCS21-d9d125fe
The family-pension rule's sub-rule (15)(a): family details in{{c1::Form 4}}given{{c2::on entering service}}covering{{c3::spouse + ALL children + parents + disabled siblings (eligible or not)}}; re-filed{{c4::with pension papers before retirement}}.,"<b>Rule:</b> report family-size changes incl. child marriage up-to-date Form 4 with pension papers; (i) missing Form-4 entry NEVER rejects an otherwise-eligible claim.<br><br><b>Hinglish:</b> Form-4-pehle-din-se; kami-ho to daava-nahi-rukta.<br><br><b>Ref:</b> Rule 50(15)(a), (b), (e), (i); Rule 50(15); Rule 50(b); Rule 50(e)",CCS_Pension Rule_50 Form_4 Bare_Text_Verified CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(15),CCS21-bd2d0fb1
RESOLVED — The family-pension rule's sub-rule (16) bare text: family-pension does NOT apply to{{c1::a re-employed retiree (civil/military) who is NOT eligible for pension/service gratuity on re-employment}}.,<b>Rule:</b> Narrow non-application clause — NOT a general re-employment/DR rule (DR lives in the DR rule). Old combined card replaced.<br><br><b>Hinglish:</b> 16-sankeern — pension-yogya-nahi to family-pension-nahi.<br><br><b>Ref:</b> Rule 50(16); Rule 50; Rule 52,CCS_Pension Rule_50 Re_Employment Bare_Text_Verified CCS_Pension::Rule_50 Priority::Medium,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,MEDIUM,Rule 50(16),CCS21-eaf02abe
"RESOLVED — The missing-persons rule's sub-rule (2)(a): missing PENSIONER's family gets FP{{c1::at family-pension rates, as on death of a pensioner}}; start-date per the missing-persons rule ={{c2::LATER of (day-after-pension-paid) vs FIR date}}.",<b>Rule:</b> Old 'the missing-persons rule VERIFY' card replaced. Contrast the missing-persons rule's sub-rule: missing SERVANT uses LATEST of THREE dates.<br><br><b>Hinglish:</b> Pensioner-lapata — do-tithi-LATER.<br><br><b>Ref:</b> Rule 51(2); Rule 50(2); Rule 51(2)(b); Rule 51(2)(a); Rule 51(1)(b); Rule 51(1); Rule 51(b),CCS_Pension Rule_51 Missing_Person Bare_Text_Verified CCS_Pension::Rule_51 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 51(2)(a), (b)",CCS21-c19d8926
RESOLVED — The missing-persons rule's sub-rule (7): retired-missing servant's gratuity emoluments reckoned{{c1::per the gratuity rule's sub-rule (6)}}.,<b>Rule:</b> One-line sub-rule: plugs the gratuity emolument definition (incl. 10-month-reduction + DA provisos) into the missing-persons gratuity. Old 'silent ' card replaced.<br><br><b>Hinglish:</b> Sewanivritt-lapata — paribhasha-the gratuity rule-se.<br><br><b>Ref:</b> Rule 51(7); Rule 45(6); Rule 51(4),CCS_Pension Rule_51 Missing_Person Bare_Text_Verified CCS_Pension::Rule_51 Priority::Medium,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,MEDIUM,Rule 51(7),CCS21-16ecf8b9
The missing-persons rule's sub-rule (6): missing SERVANT's FP-pay + gratuity-emoluments are based on{{c1::last duty date}}(or{{c2::leave-expiry date if on leave}}) via family-pension-Expl-1 + the gratuity rule's sub-rule (6).,<b>Rule:</b> Freezes the pay reference at disappearance; pair with the missing-persons rule's sub-rule for retired-missing.<br><br><b>Hinglish:</b> Aakhri-duty-tithi-par-vetan-jamad.<br><br><b>Ref:</b> Rule 51(6); Rule 50; Rule 45(6); Rule 51(7),CCS_Pension Rule_51 Missing_Person Bare_Text_Verified CCS_Pension::Rule_51 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 51(6),CCS21-735113f5
The missing-persons rule's sub-rule (5): missing-person claims need{{c1::FIR/DDR/GDE first}}+{{c2::Format-8 Indemnity Bond}}+{{c3::police 'untraced despite all efforts' report}}.,<b>Rule:</b> Triple paper-gate before HoO processes FP/gratuity. Format 8 VERIFIED as the missing-claim indemnity bond.<br><br><b>Hinglish:</b> FIR + muchalka-8 + na-mile-ki-report.<br><br><b>Ref:</b> Rule 51(5),CCS_Pension Rule_51 Format_8 Bare_Text_Verified CCS_Pension::Rule_51 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 51(5)(a), (b)",CCS21-00e53f87
RESOLVED — The pension rule's sub-rule (4): compulsory-retirement pension ={{c1::sanctioned portion/% of superannuation pension under}}; pre-10-year CR gratuity ={{c2::sanctioned portion/% of superannuation service gratuity under}}.,"<b>Rule:</b> pension computes the base; compulsory-retirement sanctions the slice. 10-year line splits pension-track from gratuity-track.<br><br><b>Hinglish:</b> 44-aadhaar; 40-tukda.<br><br><b>Ref:</b> Rule 44(4)(a), (b); Rule 44(4); Rule 44(1); Rule 44(2); Rule 44; Rule 40",CCS_Pension Rule_44 Compulsory_Retirement Bare_Text_Verified CCS_Pension::Rule_44 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,Rule 44(4),CCS21-33dd10d3
RESOLVED — The pension rule's sub-rule (5): CA on dismissal/removal (10y+) ={{c1::sanctioned portion/% of superannuation pension}}; pre-10-year ={{c2::sanctioned portion/% of superannuation service gratuity}}— both 'as competent authority may sanction under the compassionate-allowance rule'.,"<b>Rule:</b> This is the provision the 2025 Explanation applies ANALOGOUSLY to PSU-absorbed staff. Old cross-link-only card replaced.<br><br><b>Hinglish:</b> the pension rule-dayaa-raashi-ka-aadhaar; 37-PSU-par-aisa-hi.<br><br><b>Ref:</b> Rule 44(5)(a), (b); Rule 44(5); Rule 41; Rule 37",CCS_Pension Rule_44 Compassionate_Allowance Rule_37_29_c Bare_Text_Verified CCS_Pension::Rule_44 Priority::Critical,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,CRITICAL,"Rule 44(5)(a), (b)",CCS21-8ca2403d
NEW — The pension rule's sub-rule (10): pension discontinued MID-month is rounded{{c1::to the next higher rupee for that month's fraction}}.,<b>Rule:</b> Sits after the pension rule's sub-rule separate-rounding rule; distinct from mid-month COMMENCEMENT (no parallel clause).<br><br><b>Hinglish:</b> Beech-mahine-ruke to tukda-uper-round.<br><br><b>Ref:</b> Rule 44(10); Rule 44(9),CCS_Pension Rule_44 Rounding Bare_Text_Verified CCS_Pension::Rule_44 Priority::Medium,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,MEDIUM,Rule 44(10),CCS21-8adabbab
